task_id,task_category,type,url,seen_in_history,model,agent_type,task_description
Webmall_Best_Fit_Specific_Task11,Best_Fit_Specific,additional,https://webmall-1.informatik.uni-mannheim.de/product/fractal-design-meshify-2-black-tg-gaming-case-w-dark-tint-glass-window-e-atx-angular-mesh-front-3-fans-fan-hub-detachable-front-filter-usb-c,Yes,Sonnet,MCP,<task>\nFind all offers for Fractal Design PC Gaming Cases which support 240mm radiators and 330mm GPUs.\n</task>
Webmall_Best_Fit_Specific_Task11,Best_Fit_Specific,additional,https://webmall-1.informatik.uni-mannheim.de/product/fractal-design-meshify-2-compact-rgb-black-tg-gaming-case-w-light-tint-glass-window-atx-angular-mesh-front-4-rgb-fans-rgb-controller-usb-c,No,GPT-4.1,NLWeb,<task>\nFind all offers for Fractal Design PC Gaming Cases which support 240mm radiators and 330mm GPUs.\n</task>
Webmall_Best_Fit_Specific_Task11,Best_Fit_Specific,additional,https://webmall-1.informatik.uni-mannheim.de/product/fractal-design-meshify-2-compact-rgb-black-tg-gaming-case-w-light-tint-glass-window-atx-angular-mesh-front-4-rgb-fans-rgb-controller-usb-c,No,Sonnet,NLWeb,<task>\nFind all offers for Fractal Design PC Gaming Cases which support 240mm radiators and 330mm GPUs.\n</task>
Webmall_Best_Fit_Specific_Task11,Best_Fit_Specific,additional,https://webmall-1.informatik.uni-mannheim.de/product/fractal-design-meshify-2-compact-rgb-black-tg-gaming-case-w-light-tint-glass-window-atx-angular-mesh-front-4-rgb-fans-rgb-controller-usb-c,Yes,Sonnet,MCP,<task>\nFind all offers for Fractal Design PC Gaming Cases which support 240mm radiators and 330mm GPUs.\n</task>
Webmall_Best_Fit_Specific_Task11,Best_Fit_Specific,additional,https://webmall-1.informatik.uni-mannheim.de/product/fractal-design-meshify-2-white-tg-gaming-case-w-clear-glass-window-e-atx-angular-mesh-front-3-fans-fan-hub-detachable-front-filter-usb-c-white,No,GPT-4.1,NLWeb,<task>\nFind all offers for Fractal Design PC Gaming Cases which support 240mm radiators and 330mm GPUs.\n</task>
Webmall_Best_Fit_Specific_Task11,Best_Fit_Specific,additional,https://webmall-1.informatik.uni-mannheim.de/product/fractal-design-meshify-2-white-tg-gaming-case-w-clear-glass-window-e-atx-angular-mesh-front-3-fans-fan-hub-detachable-front-filter-usb-c-white,No,Sonnet,NLWeb,<task>\nFind all offers for Fractal Design PC Gaming Cases which support 240mm radiators and 330mm GPUs.\n</task>
Webmall_Best_Fit_Specific_Task11,Best_Fit_Specific,additional,https://webmall-1.informatik.uni-mannheim.de/product/fractal-design-meshify-2-white-tg-gaming-case-w-clear-glass-window-e-atx-angular-mesh-front-3-fans-fan-hub-detachable-front-filter-usb-c-white,Yes,GPT-4.1,MCP,<task>\nFind all offers for Fractal Design PC Gaming Cases which support 240mm radiators and 330mm GPUs.\n</task>
Webmall_Best_Fit_Specific_Task11,Best_Fit_Specific,additional,https://webmall-1.informatik.uni-mannheim.de/product/fractal-design-meshify-2-white-tg-gaming-case-w-clear-glass-window-e-atx-angular-mesh-front-3-fans-fan-hub-detachable-front-filter-usb-c-white,Yes,Sonnet,MCP,<task>\nFind all offers for Fractal Design PC Gaming Cases which support 240mm radiators and 330mm GPUs.\n</task>
Webmall_Best_Fit_Specific_Task11,Best_Fit_Specific,additional,https://webmall-1.informatik.uni-mannheim.de/product/fractal-design-north-xl-chalk-white-white-solid-case-e-atx-fine-mesh-side-3-pwm-fans-usb-c-oak-front,Yes,GPT-4.1,MCP,<task>\nFind all offers for Fractal Design PC Gaming Cases which support 240mm radiators and 330mm GPUs.\n</task>
Webmall_Best_Fit_Specific_Task11,Best_Fit_Specific,additional,https://webmall-1.informatik.uni-mannheim.de/product/fractal-design-pop-silent-black-tg-gaming-case-w-clear-glass-window-atx-sound-damping-steel-foam-3-fans,Yes,GPT-4.1,MCP,<task>\nFind all offers for Fractal Design PC Gaming Cases which support 240mm radiators and 330mm GPUs.\n</task>
Webmall_Best_Fit_Specific_Task11,Best_Fit_Specific,additional,https://webmall-1.informatik.uni-mannheim.de/product/fractal-design-ridge-white-sff-console-type-case-mini-itx-requires-sfx-sfx-l-psu-2-fans-pcie-4-0-riser-card-usb-c-horizontal-vertical-orientation,No,GPT-4.1,NLWeb,<task>\nFind all offers for Fractal Design PC Gaming Cases which support 240mm radiators and 330mm GPUs.\n</task>
Webmall_Best_Fit_Specific_Task11,Best_Fit_Specific,additional,https://webmall-1.informatik.uni-mannheim.de/product/fractal-design-ridge-white-sff-console-type-case-mini-itx-requires-sfx-sfx-l-psu-2-fans-pcie-4-0-riser-card-usb-c-horizontal-vertical-orientation,No,Sonnet,NLWeb,<task>\nFind all offers for Fractal Design PC Gaming Cases which support 240mm radiators and 330mm GPUs.\n</task>
Webmall_Best_Fit_Specific_Task11,Best_Fit_Specific,additional,https://webmall-1.informatik.uni-mannheim.de/product/fractal-design-torrent-compact-black-solid-gaming-case-e-atx-2-fans-fan-hub-front-grille-usb-c,Yes,GPT-4.1,MCP,<task>\nFind all offers for Fractal Design PC Gaming Cases which support 240mm radiators and 330mm GPUs.\n</task>
Webmall_Best_Fit_Specific_Task11,Best_Fit_Specific,additional,https://webmall-2.informatik.uni-mannheim.de/product/fractal-design-core-1100-case-micro-atx-brushed-aluminium-look-350mm-gpu-support-usb-3-0-1-fan,Yes,GPT-4.1,MCP,<task>\nFind all offers for Fractal Design PC Gaming Cases which support 240mm radiators and 330mm GPUs.\n</task>
Webmall_Best_Fit_Specific_Task11,Best_Fit_Specific,additional,https://webmall-2.informatik.uni-mannheim.de/product/fractal-design-define-r6-black-solid-gaming-case-e-atx-modular-design-3-fans-fan-hub-sound-dampening,Yes,GPT-4.1,MCP,<task>\nFind all offers for Fractal Design PC Gaming Cases which support 240mm radiators and 330mm GPUs.\n</task>
Webmall_Best_Fit_Specific_Task11,Best_Fit_Specific,additional,https://webmall-2.informatik.uni-mannheim.de/product/fractal-design-define-r6-black-solid-gaming-case-e-atx-modular-design-3-fans-fan-hub-sound-dampening,Yes,Sonnet,MCP,<task>\nFind all offers for Fractal Design PC Gaming Cases which support 240mm radiators and 330mm GPUs.\n</task>
Webmall_Best_Fit_Specific_Task11,Webmall_Best_Fit_Specific,additional,https://webmall-2.informatik.uni-mannheim.de/product/fractal-design-meshify-2-black-solid-gaming-case-e-atx-angular-mesh-front-3-fans-fan-hub-detachable-front-filter-usb-c,Yes,GPT-4.1,RAG,\nFind all offers for Fractal Design PC Gaming Cases which support 240mm radiators and 330mm GPUs.\n
Webmall_Best_Fit_Specific_Task11,Webmall_Best_Fit_Specific,additional,https://webmall-2.informatik.uni-mannheim.de/product/fractal-design-meshify-2-black-tg-gaming-case-w-dark-tint-glass-window-e-atx-angular-mesh-front-3-fans-fan-hub-detachable-front-filter-usb-c,Yes,GPT-4.1,RAG,\nFind all offers for Fractal Design PC Gaming Cases which support 240mm radiators and 330mm GPUs.\n
Webmall_Best_Fit_Specific_Task11,Webmall_Best_Fit_Specific,additional,https://webmall-2.informatik.uni-mannheim.de/product/fractal-design-meshify-2-rgb-white-tg-gaming-case-w-light-clear-glass-window-e-atx-angular-mesh-front-4-rgb-fans-fan-hub-detachable-front-filter-usb-c,Yes,GPT-4.1,RAG,\nFind all offers for Fractal Design PC Gaming Cases which support 240mm radiators and 330mm GPUs.\n
Webmall_Best_Fit_Specific_Task11,Best_Fit_Specific,additional,https://webmall-2.informatik.uni-mannheim.de/product/fractal-design-north-chalk-white-tg-clear-case-w-clear-glass-window-atx-2-fans-usb-c-oak-front,Yes,GPT-4.1,MCP,<task>\nFind all offers for Fractal Design PC Gaming Cases which support 240mm radiators and 330mm GPUs.\n</task>
Webmall_Best_Fit_Specific_Task11,Best_Fit_Specific,additional,https://webmall-2.informatik.uni-mannheim.de/product/fractal-design-north-charcoal-black-black-solid-case-atx-fine-mesh-side-2-fans-usb-c-walnut-front,Yes,GPT-4.1,MCP,<task>\nFind all offers for Fractal Design PC Gaming Cases which support 240mm radiators and 330mm GPUs.\n</task>
Webmall_Best_Fit_Specific_Task11,Best_Fit_Specific,additional,https://webmall-2.informatik.uni-mannheim.de/product/fractal-design-pop-silent-black-solid-gaming-case-atx-sound-damping-steel-amp-foam-3-fans,Yes,GPT-4.1,MCP,<task>\nFind all offers for Fractal Design PC Gaming Cases which support 240mm radiators and 330mm GPUs.\n</task>
Webmall_Best_Fit_Specific_Task11,Best_Fit_Specific,additional,https://webmall-2.informatik.uni-mannheim.de/product/fractal-design-torrent-black-solid-gaming-case-e-atx-5-fans-fan-hub-front-grille-usb-c,No,GPT-4.1,NLWeb,<task>\nFind all offers for Fractal Design PC Gaming Cases which support 240mm radiators and 330mm GPUs.\n</task>
Webmall_Best_Fit_Specific_Task11,Best_Fit_Specific,additional,https://webmall-2.informatik.uni-mannheim.de/product/fractal-design-torrent-black-solid-gaming-case-e-atx-5-fans-fan-hub-front-grille-usb-c,No,Sonnet,NLWeb,<task>\nFind all offers for Fractal Design PC Gaming Cases which support 240mm radiators and 330mm GPUs.\n</task>
Webmall_Best_Fit_Specific_Task11,Best_Fit_Specific,additional,https://webmall-2.informatik.uni-mannheim.de/product/fractal-design-torrent-dark-tg-gaming-case-w-dark-tint-glass-windows-e-atx-5-fans-fan-hub-rgb-strip-on-psu-shroud-front-grille-usb-c,No,GPT-4.1,NLWeb,<task>\nFind all offers for Fractal Design PC Gaming Cases which support 240mm radiators and 330mm GPUs.\n</task>
Webmall_Best_Fit_Specific_Task11,Best_Fit_Specific,additional,https://webmall-2.informatik.uni-mannheim.de/product/fractal-design-torrent-dark-tg-gaming-case-w-dark-tint-glass-windows-e-atx-5-fans-fan-hub-rgb-strip-on-psu-shroud-front-grille-usb-c,No,Sonnet,NLWeb,<task>\nFind all offers for Fractal Design PC Gaming Cases which support 240mm radiators and 330mm GPUs.\n</task>
Webmall_Best_Fit_Specific_Task11,Best_Fit_Specific,additional,https://webmall-2.informatik.uni-mannheim.de/product/fractal-design-torrent-white-clear-tg-gaming-case-w-clear-glass-windows-e-atx-5-fans-fan-hub-rgb-strip-on-psu-shroud-front-grille-usb-c,No,GPT-4.1,NLWeb,<task>\nFind all offers for Fractal Design PC Gaming Cases which support 240mm radiators and 330mm GPUs.\n</task>
Webmall_Best_Fit_Specific_Task11,Best_Fit_Specific,additional,https://webmall-2.informatik.uni-mannheim.de/product/fractal-design-torrent-white-clear-tg-gaming-case-w-clear-glass-windows-e-atx-5-fans-fan-hub-rgb-strip-on-psu-shroud-front-grille-usb-c,No,Sonnet,NLWeb,<task>\nFind all offers for Fractal Design PC Gaming Cases which support 240mm radiators and 330mm GPUs.\n</task>
Webmall_Best_Fit_Specific_Task11,Best_Fit_Specific,additional,https://webmall-2.informatik.uni-mannheim.de/product/fractal-design-torrent-white-rgb-tg-gaming-case-w-clear-glass-window-e-atx-5-argb-fans-fan-hub-rgb-strip-on-psu-shroud-front-grille-usb-c,No,GPT-4.1,NLWeb,<task>\nFind all offers for Fractal Design PC Gaming Cases which support 240mm radiators and 330mm GPUs.\n</task>
Webmall_Best_Fit_Specific_Task11,Best_Fit_Specific,additional,https://webmall-2.informatik.uni-mannheim.de/product/fractal-design-torrent-white-rgb-tg-gaming-case-w-clear-glass-window-e-atx-5-argb-fans-fan-hub-rgb-strip-on-psu-shroud-front-grille-usb-c,No,Sonnet,NLWeb,<task>\nFind all offers for Fractal Design PC Gaming Cases which support 240mm radiators and 330mm GPUs.\n</task>
Webmall_Best_Fit_Specific_Task11,Best_Fit_Specific,additional,https://webmall-3.informatik.uni-mannheim.de/product/fractal-design-define-r6-black-solid-gaming-case-e-atx-modular-design-3-fans-fan-hub-sound-dampening,No,GPT-4.1,NLWeb,<task>\nFind all offers for Fractal Design PC Gaming Cases which support 240mm radiators and 330mm GPUs.\n</task>
Webmall_Best_Fit_Specific_Task11,Best_Fit_Specific,additional,https://webmall-3.informatik.uni-mannheim.de/product/fractal-design-define-r6-black-solid-gaming-case-e-atx-modular-design-3-fans-fan-hub-sound-dampening,Yes,GPT-4.1,MCP,<task>\nFind all offers for Fractal Design PC Gaming Cases which support 240mm radiators and 330mm GPUs.\n</task>
Webmall_Best_Fit_Specific_Task11,Best_Fit_Specific,additional,https://webmall-3.informatik.uni-mannheim.de/product/fractal-design-focus-2-black-tg-gaming-case-w-clear-glass-window-atx-2-fans-mesh-front-innovative-shroud-system,No,GPT-4.1,NLWeb,<task>\nFind all offers for Fractal Design PC Gaming Cases which support 240mm radiators and 330mm GPUs.\n</task>
Webmall_Best_Fit_Specific_Task11,Best_Fit_Specific,additional,https://webmall-3.informatik.uni-mannheim.de/product/fractal-design-meshify-2-compact-black-solid-gaming-case-atx-angular-mesh-front-3-fans-detachable-front-filter-usb-c,Yes,GPT-4.1,MCP,<task>\nFind all offers for Fractal Design PC Gaming Cases which support 240mm radiators and 330mm GPUs.\n</task>
Webmall_Best_Fit_Specific_Task11,Best_Fit_Specific,additional,https://webmall-3.informatik.uni-mannheim.de/product/fractal-design-meshify-2-lite-black-tg-gaming-case-w-light-tint-glass-window-e-atx-angular-mesh-front-3-fans,No,GPT-4.1,NLWeb,<task>\nFind all offers for Fractal Design PC Gaming Cases which support 240mm radiators and 330mm GPUs.\n</task>
Webmall_Best_Fit_Specific_Task11,Best_Fit_Specific,additional,https://webmall-3.informatik.uni-mannheim.de/product/fractal-design-meshify-2-lite-black-tg-gaming-case-w-light-tint-glass-window-e-atx-angular-mesh-front-3-fans,No,Sonnet,NLWeb,<task>\nFind all offers for Fractal Design PC Gaming Cases which support 240mm radiators and 330mm GPUs.\n</task>
Webmall_Best_Fit_Specific_Task11,Best_Fit_Specific,additional,https://webmall-3.informatik.uni-mannheim.de/product/fractal-design-meshify-2-lite-black-tg-gaming-case-w-light-tint-glass-window-e-atx-angular-mesh-front-3-fans,Yes,GPT-4.1,MCP,<task>\nFind all offers for Fractal Design PC Gaming Cases which support 240mm radiators and 330mm GPUs.\n</task>
Webmall_Best_Fit_Specific_Task11,Best_Fit_Specific,additional,https://webmall-3.informatik.uni-mannheim.de/product/fractal-design-meshify-c-dark-tg-gaming-case-w-dark-tint-glass-window-atx-angular-mesh-front-high-airflow-2-x-12cm-fans,No,GPT-4.1,NLWeb,<task>\nFind all offers for Fractal Design PC Gaming Cases which support 240mm radiators and 330mm GPUs.\n</task>
Webmall_Best_Fit_Specific_Task11,Best_Fit_Specific,additional,https://webmall-3.informatik.uni-mannheim.de/product/fractal-design-meshify-c-dark-tg-gaming-case-w-dark-tint-glass-window-atx-angular-mesh-front-high-airflow-2-x-12cm-fans,Yes,GPT-4.1,MCP,<task>\nFind all offers for Fractal Design PC Gaming Cases which support 240mm radiators and 330mm GPUs.\n</task>
Webmall_Best_Fit_Specific_Task11,Best_Fit_Specific,additional,https://webmall-3.informatik.uni-mannheim.de/product/fractal-design-meshify-c-white-tg-gaming-case-w-clear-glass-window-atx-angular-mesh-front-high-airflow-2-x-12cm-fans-white,No,GPT-4.1,NLWeb,<task>\nFind all offers for Fractal Design PC Gaming Cases which support 240mm radiators and 330mm GPUs.\n</task>
Webmall_Best_Fit_Specific_Task11,Best_Fit_Specific,additional,https://webmall-3.informatik.uni-mannheim.de/product/fractal-design-meshify-c-white-tg-gaming-case-w-clear-glass-window-atx-angular-mesh-front-high-airflow-2-x-12cm-fans-white,Yes,GPT-4.1,MCP,<task>\nFind all offers for Fractal Design PC Gaming Cases which support 240mm radiators and 330mm GPUs.\n</task>
Webmall_Best_Fit_Specific_Task11,Best_Fit_Specific,additional,https://webmall-3.informatik.uni-mannheim.de/product/fractal-design-north-chalk-white-white-solid-case-atx-fine-mesh-side-2-fans-usb-c-oak-front,Yes,GPT-4.1,MCP,<task>\nFind all offers for Fractal Design PC Gaming Cases which support 240mm radiators and 330mm GPUs.\n</task>
Webmall_Best_Fit_Specific_Task11,Best_Fit_Specific,additional,https://webmall-3.informatik.uni-mannheim.de/product/fractal-design-pop-air-black-solid-gaming-case-atx-hexagonal-mesh-front-3-fans,No,GPT-4.1,NLWeb,<task>\nFind all offers for Fractal Design PC Gaming Cases which support 240mm radiators and 330mm GPUs.\n</task>
Webmall_Best_Fit_Specific_Task11,Best_Fit_Specific,additional,https://webmall-3.informatik.uni-mannheim.de/product/fractal-design-pop-air-black-solid-gaming-case-atx-hexagonal-mesh-front-3-fans,Yes,GPT-4.1,MCP,<task>\nFind all offers for Fractal Design PC Gaming Cases which support 240mm radiators and 330mm GPUs.\n</task>
Webmall_Best_Fit_Specific_Task11,Best_Fit_Specific,additional,https://webmall-3.informatik.uni-mannheim.de/product/fractal-design-pop-air-rgb-cyan-core-tg-gaming-case-w-clear-glass-window-atx-hexagonal-mesh-front-cyan-interior-accents-3-rgb-fans-argb-controller,No,GPT-4.1,NLWeb,<task>\nFind all offers for Fractal Design PC Gaming Cases which support 240mm radiators and 330mm GPUs.\n</task>
Webmall_Best_Fit_Specific_Task11,Best_Fit_Specific,additional,https://webmall-3.informatik.uni-mannheim.de/product/fractal-design-pop-mini-air-rgb-black-tg-gaming-case-w-clear-glass-window-micro-atx-hexagonal-mesh-front-3-rgb-fans-argb-controller,No,GPT-4.1,NLWeb,<task>\nFind all offers for Fractal Design PC Gaming Cases which support 240mm radiators and 330mm GPUs.\n</task>
Webmall_Best_Fit_Specific_Task11,Best_Fit_Specific,additional,https://webmall-3.informatik.uni-mannheim.de/product/fractal-design-pop-mini-air-rgb-black-tg-gaming-case-w-clear-glass-window-micro-atx-hexagonal-mesh-front-3-rgb-fans-argb-controller,Yes,GPT-4.1,MCP,<task>\nFind all offers for Fractal Design PC Gaming Cases which support 240mm radiators and 330mm GPUs.\n</task>
Webmall_Best_Fit_Specific_Task11,Best_Fit_Specific,additional,https://webmall-3.informatik.uni-mannheim.de/product/fractal-design-pop-xl-air-rgb-black-tg-gaming-case-w-clear-glass-window-e-atx-hexagonal-mesh-front-4-rgb-fans-rgb-controller,No,GPT-4.1,NLWeb,<task>\nFind all offers for Fractal Design PC Gaming Cases which support 240mm radiators and 330mm GPUs.\n</task>
Webmall_Best_Fit_Specific_Task11,Best_Fit_Specific,additional,https://webmall-3.informatik.uni-mannheim.de/product/fractal-design-pop-xl-air-rgb-black-tg-gaming-case-w-clear-glass-window-e-atx-hexagonal-mesh-front-4-rgb-fans-rgb-controller,No,Sonnet,NLWeb,<task>\nFind all offers for Fractal Design PC Gaming Cases which support 240mm radiators and 330mm GPUs.\n</task>
